scholarship_name,deadline,degree,university_name,level,country
Postgraduate Scholarships for International Students at Henley Business School in UK,21 Apr 2017,Accounting & Finance,,,
University of York Commonwealth Distance Learning Scholarships in UK,12 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Bedfordshire Scholarships for International Students in UK,31 Jul 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
 Kings College of London PhD Scholarships for international students in UK,24 Apr 2017,Law,,,
School of Psychology Taught Masters Scholarships at University of Kent in UK,31 Jul 2017,Medical & Pharmacy,,,
School of Medicine PhD Scholarships at University of Dundee in UK,30 Sep 2017,Medical & Pharmacy,,,
International Scholarships for Master Studies at SPRU in UK,01 Jul 2017,"Engineering&Technology,Business & Management,Computer Science & IT,Applied & Pure Sciences",,,
Mackenzie Scholarship for International Students at University of Strathclyde in UK,19 May 2017,Engineering&Technology,,,
PAIS Departmental Masters Scholarships at University of Warwick in UK ,28 Apr 2017,Social Sciences,,,
Partial Law Scholarships for International Students in UK,02 Jun 2017,Law,,,
University of London International Academy Global MBA Scholarships in UK,02 Jun 2017,Business & Management,,,
Humanitarian Scholarships for International Students at University of Glasgow in UK,30 Apr 2017,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Accounting & Finance,Agriculture & Veterinary,Humanities",,,
Swansea Science Doctoral Training Centre PhD Scholarships in Physics,30 Apr 2017,"Computer Science & IT,Social Sciences,Applied & Pure Sciences",,,
Coventry University Scholarship for Undergraduates Students in UK,30 Jun 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Postgraduate Scholarships for International Students at Henley Business School in UK,30 Apr 2017,"Business & Management,Accounting & Finance",,,
Marjorie Deane Financial Journalism Foundation Scholarships in UK,02 May 2017,Accounting & Finance,,,
Undergraduate Scholarship for International Students at Robert Gordon University,01 Jul 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Excellence Scholarship for Law at University of Nottingham in UK,30 Jun 2017,Law,,,
University of Manchester MA Bursary in Political Science in UK,31 Jul 2017,Social Sciences,,,
Bloomsbury Fashion Scholarships at Regents University London in UK,31 May 2017,Art & Design,,,
Leicester Castle Business School Full International Postgraduate Scholarships in UK,30 Jun 2017,"Computer Science & IT,Social Sciences,Applied & Pure Sciences,Humanities",,,
PhD Studentship for International Students at University of Worcester in UK,07 May 2017,"Social Sciences,Humanities",,,
Scholarships in Accounting and Finance at University of Edinburgh in UK ,17 Apr 2017,Accounting & Finance,,,
Lasalle International Masters Scholarships in Singapore,17 May 2017,Art & Design,,,
Manchester Metropolitan University Scholarship for international Students in UK,31 Oct 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Fulbright LLM Scholarship in University of London at UK ,28 Mar 2017,"Art & Design,Social Sciences,Law",,,
IOE Centenary Masters Scholarships for international students in UK,10 Apr 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Westminster Scholarship for Developing Countries in UK,04 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Mackenzie Scholarship for International Students at University of Strathclyde in UK,19 May 2017,Engineering&Technology,,,
GDI Scholarships for International Students in UK,30 Jun 2017,"Business & Management,Social Sciences",,,
Scholarships for Undergraduate Overseas Students at Heriot Watt University in UK,31 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
IoPPN Deans Master Scholarships for International Students in UK ,31 Mar 2017,Medical & Pharmacy,,,
Cumberland Lodge Scholarship at Bangor University in UK,08 May 2017,"Business & Management,Social Sciences",,,
International Studentships at Birkbeck University of London in UK,02 May 2017,"Business & Management,Computer Science & IT,Medical & Pharmacy,Applied & Pure Sciences,Accounting & Finance",,,
Coventry University Scholarships for Malaysian Students in UK,31 Mar 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Scholarships for International Students at Imperial College Business School in UK,05 May 2017,Business & Management,,,
University of Bath International Scholarships for Postgraduate Students in UK,01 Jun 2017,"Art & Design,Engineering&Technology,Social Sciences,Humanities",,,
Newcastle University International Scholarships in UK,05 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Newcastle University Research Scholarships in UK,28 Apr 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Biosciences International Masters Scholarship at University of Kent in UK,31 Jul 2017,Applied & Pure Sciences,,,
Drever Trust MSc Scholarships at University of Edinburgh in UK,02 May 2017,"Medical & Pharmacy,Social Sciences,Humanities",,,
University of London Guy S Goodwin Gill Scholarship for Masters Students in UK,21 Aug 2017,"Engineering&Technology,Education,Social Sciences",,,
University of Hull Business School International MSc Financial Scholarship in UK,10 Jul 2017,Business & Management,,,
Newcastle University International Scholarships in UK,31 Jul 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Gaza-Palestine Taught Postgraduate Scholarship at University of Sheffield in UK,31 May 2017,"Art & Design,Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
Media Scholarships for International Students at Bournemouth University in UK,31 May 2017,Social Sciences,,,
IOE-ISH Doctoral Scholarships for Developing Countries University College London,12 May 2017,"Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
LSHTM Masters Scholarships for Developing Countries in UK,12 May 2017,"Medical & Pharmacy,Applied & Pure Sciences",,,
Bestway Foundation Scholarships for Pakistani Students at University of Kent in UK,23 Apr 2017,"Engineering&Technology,Social Sciences,Applied & Pure Sciences",,,
Bournemouth University International Scholarship in UK,31 Mar 2017,Social Sciences,,,
Queen Margaret University Scholarships for International Students in UK,31 Mar 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Coventry University Undergraduate Scholarships for international Students in UK,30 Jun 2017,Medical & Pharmacy,,,
Future Leaders of Sustainability Masters Distinction Scholarship in UK,30 Apr 2017,"Medical & Pharmacy,Agriculture & Veterinary",,,
Womens  Master Scholarships at University of Essex in UK,31 May 2017,Social Sciences,,,
Surrey Merit Scholarships for International Students in UK,20 Jul 2017,"Engineering&Technology,Medical & Pharmacy,Applied & Pure Sciences",,,
University of Westminster Scholarship for Developing Countries in UK,04 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Coventry University Scholarships for Pakistani Students in UK,31 Mar 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Deans Scholarships for International Students at Sheffield Hallam University in UK,31 May 2017,Business & Management,,,
Faculty of Science Postgraduate Scholarships for Ghanaian and Nigerian Students in UK,30 Jun 2017,"Engineering&Technology,Business & Management,Computer Science & IT,Social Sciences",,,
University of Sussex PhD Studentship for International Students in UK ,25 Mar 2017,Computer Science & IT,,,
Leakey Foundation Fellowships for Students of Developing Countries to Study Abroad,01 Mar 2017,Humanities,,,
Engineering Excellence Scholarships at University of Strathclyde UK,31 Aug 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Cardiff University Announced Master Scholarships for EU Students ,05 Jul 2017,"Art & Design,Engineering&Technology,Social Sciences,Applied & Pure Sciences,Humanities",,,
Goldsmiths International Response Scholarship for International Students in UK,30 Apr 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
City University of London Presidents Scholarship for International Students in UK ,30 Sep 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Plymouth University Scholarships for International Students in UK,30 Jun 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Alfred Bader PhD Scholarship at University of Sussex in UK,03 May 2017,Humanities,,,
SLS Excellence Scholarships for International Students at University of Warwick in UK,30 May 2017,Social Sciences,,,
University of Glasgow Scholarships for International Students in UK,01 May 2017,Business & Management,,,
Overseas Scholarships for Master Degree Programme at Kent Law School in UK,20 Mar 2017,Law,,,
Fully Funded PhD Studentships at University of Nottingham in UK,20 Mar 2017,"Social Sciences,Applied & Pure Sciences,Accounting & Finance",,,
Institute of Historical Research Jewish History Postdoctoral Fellowship in UK,06 May 2018,"Engineering&Technology,Humanities",,,
MBA Scholarships for International Students at Imperial College Business School in UK,17 Mar 2017,Business & Management,,,
SLS Excellence Scholarships for International Students at University of Warwick in UK,30 May 2017,Social Sciences,,,
Goldsmiths University of London International Scholarships in UK,18 Jun 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Masters Distance Learning Scholarships at University of Edinburgh in  UK,02 Jun 2017,"Engineering&Technology,Medical & Pharmacy,Social Sciences,Humanities",,,
International Health Fellowship at St Georges University of London in UK,02 Jun 2017,Medical & Pharmacy,,,
Einhorn Oestreicher MPhil Scholarship for International Students at University of Sussex in UK,31 May 2017,"Social Sciences,Humanities",,,
Scholarship for Taught Masters Degree Program at Durham University in UK,09 Mar 2017,"Social Sciences,Accounting & Finance",,,
International Ambassador Scholarships at University of West London in UK,16 Jul 2017,"Art & Design,Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
Santander Masters Scholarships at Kings College London in UK,01 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
PhD Scholarships for International Students at London Metropolitan University in UK,30 Jun 2017,"Computer Science & IT,Social Sciences",,,
Goldsmiths University of London Scholarships for Masters Programme in UK,06 Mar 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
"CBIS PhD Studentships for UK and EU Students at Imperial College London,",31 Mar 2017,Social Sciences,,,
PhD Studentships in Cyber Security at University of Southampton in UK,01 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Postgraduate Scholarships for UK/EU Students at University of Sheffield in UK,15 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Swansea University Masters Scholarships for International students ,21 Jul 2017,"Social Sciences,Applied & Pure Sciences,Law,Humanities",,,
Presidents Doctoral Scholarships  for International Students at University of Manchester,10 Mar 2017,"Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
The Foundation for College Christian Leaders Scholarship in USA,20 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Pakistan Scholarships for Masters Degree Courses at University of Sussex in UK,01 Aug 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Undergraduate Excellence Scholarship at Strathclyde University in UK,31 Jul 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Undergraduate Sport Scholarship Award at Cardiff Metropolitan University in UK,31 Aug 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
PhD Studentship in Nuclear and Electronic Engineering at Lancaster University in UK,31 Aug 2017,Engineering&Technology,,,
International Baccalaureate Merit Undergraduate Scholarships in UK,21 Apr 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
International Excellence Undergraduate Scholarships at University of Manchester in UK,30 Jun 2017,"Engineering&Technology,Applied & Pure Sciences",,,
International Excellence and Merit Scholarship at Swansea University in UK,06 Jul 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Institution of Engineering and Technology Diamond Jubilee Scholarships in UK,30 Jun 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Ransome Postgraduate Scholarships at University of St Andrews in UK,28 Feb 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Kings College London Desmond Tutu Scholarships for International Students in UK,31 Mar 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Sussex Undergraduate Scholarships for International Students,03 Apr 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Sheffield Hallam University PhD Scholarships for International Students ,24 Feb 2017,"Art & Design,Business & Management,Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
Engineering Scholarships for International Students at University of Strathclyde in UK,11 Aug 2017,"Art & Design,Engineering&Technology,Social Sciences,Applied & Pure Sciences,Architecture & Construction",,,
LLM India Scholarships at University of Glasgow in UK ,30 Jun 2017,Law,,,
PhD Studentship in Astronomy or Astrophysics at UCLan in UK,26 Feb 2017,"Engineering&Technology,Applied & Pure Sciences",,,
International Scholarship for Undergraduates at University of Buffalo in USA,15 Mar 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Morgan MPhil Scholarship for Overseas Students at University of Bristol in UK,08 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Tom and Eileen House Scholarships for UK and EU Students in UK,02 Jun 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
School of European Culture and Languages International Scholarships in UK,03 Mar 2017,"Religion & Ethics,Social Sciences,Applied & Pure Sciences,Humanities",,,
BU Deans Postgraduate Scholarship for Media School UK,31 May 2017,Social Sciences,,,
University of Dundee PhD Scholarships for International Students in UK ,10 Feb 2017,"Engineering&Technology,Business & Management,Social Sciences,Law",,,
China Scholarship Council PhD Scholarship Scheme at University of Hull in UK ,15 Feb 2017,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Social Sciences,Tourism & Hospitality,Applied & Pure Sciences,Law,Accounting & Finance,Humanities",,,
Master Scholarships at University of Reading in UK,30 Jun 2017,Business & Management,,,
Alliance MBS International Undergraduate Scholarship at University of Manchester ,31 Aug 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
St Marys University Twickenham London International Student Scholarships in UK,31 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
NCUK Anniversary Scholarships for International Students in UK,31 May 2017,"Business & Management,Law",,,
Master Scholarships for UK Students at Nottingham Trent University ,19 Jun 2017,Social Sciences,,,
Walton International Graduate Scholarships for students of All Nationalities in London,01 May 2017,"Engineering&Technology,Religion & Ethics",,,
MSc Women Scholarships at London School of Economics and Political Science ,26 Apr 2017,"Social Sciences,Applied & Pure Sciences,Accounting & Finance",,,
Reach Oxford Scholarships for Developing Country Students UK,15 Feb 2017,Medical & Pharmacy,,,
University of West London International Ambassador Scholarships,16 Jul 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
PhD Scholarships for International Students at Manchester Metropolitan University in UK,31 Jan 2017,"Art & Design,Medical & Pharmacy,Social Sciences",,,
PhD Scholarships in Accounting and Finance at University of Edinburgh UK,19 Apr 2017,Accounting & Finance,,,
MBA Scholarships and Bursaries for International Students in UK,25 Jan 2017,Business & Management,,,
International Master Scholarships in Fire Safety Engineering,31 Jan 2017,Engineering&Technology,,,
University of York Department Studentships for  International Students in UK,31 Mar 2017,Computer Science & IT,,,
Kings International Scholarships for Postgraduate Program in UK ,01 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Pears Foundation PhD Scholarships for International Students at University of Sussex in UK,09 Feb 2017,"Social Sciences,Applied & Pure Sciences,Law,Accounting & Finance,Humanities",,,
University of South Wales Academic Scholarship for International Students in UK,30 Jun 2017,Medical & Pharmacy,,,
Aston Business School Scholarship for International Students in UK ,26 May 2017,"Business & Management,Law,Accounting & Finance,Humanities",,,
Santander International Postgraduate Scholarship at Loughborough University in UK ,30 Apr 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
SEPnet PhD Fully Funded Scholarships for UK/EU Students in UK ,15 Feb 2017,Applied & Pure Sciences,,,
MA Bursaries for International Students at Durham University in UK,23 Jan 2017,"Art & Design,Humanities",,,
Department Funded Teaching Scholarships in Psychology at Lancaster University in UK,15 Feb 2017,Medical & Pharmacy,,,
Marine Science PhD Studentships Using Smart and Autonomous Observation Systems UK,31 Jan 2017,Applied & Pure Sciences,,,
Postgraduate Teaching Scholarships in English Literature at University of Bristol in UK,29 Apr 2017,Humanities,,,
Barbers Company Clinical Nursing Scholarship at University of Warwick in UK,28 Feb 2017,Medical & Pharmacy,,,
Brunel University London Scholarships for International Students in UK,31 Mar 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
MA Scholarships in School of Modern Languages at Newcastle University in UK,09 Jun 2017,Humanities,,,
PhD Scholarships at University of Leicester in UK ,01 Jun 2017,"Art & Design,Social Sciences,Humanities",,,
University of York Scholarships for International Students in UK,30 Apr 2017,Medical & Pharmacy,,,
Santander Universities UK Scholarships for Masters Degree Programme in UK,06 Mar 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
MSc Public Health Scholarships for International Students at Bournemouth Universityin UK,01 Jun 2017,Medical & Pharmacy,,,
Newcastle Singapore Studentships for International Students in UK ,09 Feb 2017,Computer Science & IT,,,
International Scholarships at Brunel University London UK,31 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Doctoral Scholarships for International Students at Durham University in UK ,24 Feb 2017,"Medical & Pharmacy,Social Sciences",,,
Postgraduate Scholarships for International Students at University of Glasgow in UK,30 Jun 2017,"Engineering&Technology,Social Sciences",,,
Queens University Belfast Scholarships for International Students in UK ,17 Feb 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
JTC Singapore Undergraduate Scholarships for International Students,31 Mar 2017,"Engineering&Technology,Business & Management,Social Sciences,Accounting & Finance,Humanities",,,
Fully funded ESRC Doctoral Training Partnership Studentships in UK,01 Feb 2017,Social Sciences,,,
University of Leeds International  Doctoral Scholarships in UK,10 Mar 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Queen Mary University of London Scholarships for International Students in UK,13 Mar 2017,"Law,Accounting & Finance",,,
Newcastle Santander Scholarships for Postgraduate Students in UK,30 Jun 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Dickson Poon School Law  Undergraduate Scholarships in UK ,01 Mar 2017,Law,,,
University of Edinburgh PhD Scholarships for International Students in UK,07 Apr 2017,Accounting & Finance,,,
University of East Anglia PhD Scholarships in UK ,24 Apr 2017,Accounting & Finance,,,
Trinity Eastern European Bursaries Scholarships at University of Cambridge in UK,20 Jan 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Westminster Scholarships for International Students in UK,13 Oct 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Edinburgh Business School PhD Scholarships for International Students in UK,17 Apr 2017,Accounting & Finance,,,
Pauline Graham Scholarship for African Women at LSE in UK,26 Apr 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Global Excellence PhD Scholarships for Armenian Students in Abroad,28 Feb 2017,"Social Sciences,Humanities",,,
University of Bedfordshire Scholarships for International Students in UK ,05 Feb 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Imperial College Future Leaders MBA Scholarship for International Students,05 May 2017,Business & Management,,,
Simon and June Li Scholarship For International Students ,15 Feb 2017,Medical & Pharmacy,,,
Public Health Master Scholarships for International Students,15 Jan 2017,Medical & Pharmacy,,,
ADAM Architecture Scholarship for International Students UK,02 Jun 2017,Architecture & Construction,,,
SPAH International Masters Scholarships at University of Essex UK,22 May 2017,Social Sciences,,,
Academic Excellence Scholarship at University of Lincoln in UK,30 Jun 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Bangor University and Commonwealth Fully Funded Scholarship for African Students,28 Mar 2017,"Business & Management,Social Sciences,Law",,,
PhD Positions in Astrophysics at University of Surrey in UK,24 Feb 2017,"Social Sciences,Applied & Pure Sciences",,,
PhD Studentship in Earth and Ocean Sciences at Cardiff University in UK,24 Feb 2017,Social Sciences,,,
PhD Studentships at Institute of Cosmology and Gravitation in UK,17 Feb 2017,"Social Sciences,Applied & Pure Sciences",,,
University of Bradford Scholarships for Masters in UK,15 May 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
Mildred Blaxter Postdoctoral Fellowships for International Applicants UK,31 Mar 2017,"Medical & Pharmacy,Social Sciences",,,
University of St Andrews George and Stella Lee Hong Kong Scholarship in UK,16 Mar 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
Full Fee Waivers PhD Scholarships at University of Sussex in UK ,08 May 2017,"Social Sciences,Law",,,
University of Birmingham Egypt Global Study UK Outstanding Achievement Scholarships,01 Jul 2017,"Art & Design,Law",,,
University of Edinburgh Business School Fully Funded Doctoral Scholarships in UK,01 May 2017,"Business & Management,Accounting & Finance",,,
International Chemistry Scholarships at University of Birmingham in UK,05 Jan 2017,Applied & Pure Sciences,,,
Faculty of Engineering Excellence Scholarships at University of Sheffield in UK,15 Jan 2017,Engineering&Technology,,,
Social Sciences Scholarships for International Students at University of Essex in UK,12 Feb 2017,"Medical & Pharmacy,Social Sciences,Humanities",,,
Oak Foundation Clinical Medicine Scholarships at University of Oxford in UK,06 Jan 2017,Medical & Pharmacy,,,
Scholarships for Developing Countries at University of Reading UK,30 Jan 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
LLM Scholarship for Developing Countries at SOAS University of London in UK,22 Feb 2017,Law,,,
LSE Masters Scholarship for Students from Arab states in UK,26 Apr 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
Fully Funded Research Studentships at University of Brighton in UK,29 Jan 2017,Medical & Pharmacy,,,
Norwich Business School Scholarships for International Students in UK,,"Art & Design,Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
Leeds Doctoral Scholarships for UK and International Students in UK,31 Jan 2017,"Art & Design,Business & Management,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
Management Scholarships for International Students at University of Stirling in UK,31 May 2017,Business & Management,,,
 Computer Science Studentships for International Students at University of York in UK ,31 Mar 2017,Computer Science & IT,,,
IELTS Scholarships for Sri Lankan Students to Study Abroad,31 Mar 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
Duncan Norman Research Scholarships at University of Liverpool in UK,31 Mar 2017,"Art & Design,Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Leicester President’s Scholarships in UK,,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
International Scholarships for Hunter Centre of Entrepreneurship Portfolio in UK,31 May 2017,Business & Management,,,
International Scholarships for Hunter Centre of Masters Programmes in UK,31 May 2017,"Engineering&Technology,Business & Management",,,
Sabanci University Undergraduate Scholarships for International Students in Turkey,01 Feb 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
York Management School Scholarships for International Students in UK,30 Jun 2017,Business & Management,,,
Imperial College London Brilliant Minds MBA Scholarship in UK,05 May 2017,Business & Management,,,
BSU Nepal Scholarship for Undergraduate Students in UK,22 Jun 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
Government Postgraduate Scholarships for Omani Students to Study Abroad,01 Mar 2017,Social Sciences,,,
 University of Sussex MBA Scholarships in UK,30 Sep 2017,Business & Management,,,
PhD Scholarships in Social Sciences at University of Kent in UK,24 Apr 2017,Social Sciences,,,
One year Doctoral Studentships for International Students in UK ,31 Jan 2017,"Engineering&Technology,Humanities",,,
Nottingham Developing Solutions Scholarships in UK ,24 Mar 2017,"Engineering&Technology,Medical & Pharmacy,Social Sciences",,,
Aberystwyth University’s AberDoc PhD Scholarship Scheme in UK,01 Mar 2017,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy,Education,Social Sciences,Applied & Pure Sciences,Law,Humanities",,,
University of Leeds Liberty Scholarships for Postgraduate Programme,17 Jul 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
Computer Science Studentships for International Students at University of York in UK,31 Mar 2017,Computer Science & IT,,,
Faculty of Medicine Scholarships at Imperial College London in UK,25 Apr 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Tokyo Summer Scholarships for International Students to Study Abroad,25 Jan 2017,Social Sciences,,,
University of Western Australia Arjen Ryder Memorial Undergraduate Scholarships,31 Mar 2017,"Social Sciences,Agriculture & Veterinary",,,
Distance Learning PhD Scholarships at Manchester Metropolitan University in UK,31 Jan 2017,"Art & Design,Business & Management,Social Sciences,Architecture & Construction",,,
Commonwealth Shared Scholarship Scheme (CSSS) at Sheffield Hallam University ,,"Engineering&Technology,Computer Science & IT,Medical & Pharmacy,Social Sciences,Tourism & Hospitality,Humanities",,,
Bishwa Bangla Scholarships for Indian Students at SOAS University of London in UK,22 Feb 2017,Humanities,,,
Faculty of Engineering Research Excellence Scholarships at University of Nottingham in UK,10 Mar 2017,Engineering&Technology,,,
Latin American Scholarships at Bath Spa University in UK,22 Jun 2017,Humanities,,,
Firoz and Najma Foundation Scholarship for Belize and Uganda in UK,26 Apr 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Humanities",,,
Erasmus Mundus Joint Master Degree Fully Funded Scholarships for International Students,17 Feb 2017,Social Sciences,,,
College of Medical and Dental Science Scholarships for Excellence in UK,31 May 2017,"Medical & Pharmacy,Social Sciences",,,
SYLFF Fellowships for UK/EU and International Students at University of Sussex in UK,15 May 2017,"Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Law,Accounting & Finance,Humanities",,,
Newcastle University Vice Chancellor’s International Scholarships in UK,31 Jul 2017,"Art & Design,Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
Scholarships for International Students at University of Leicester in UK,15 Jan 2017,"Art & Design,Social Sciences",,,
Fully Funded PhD Scholarship for UK/EU Students at University of Sheffield in UK,15 Jan 2017,Engineering&Technology,,,
LLM Scholarship for Developing Countries at SOAS University of London in UK,22 Feb 2017,Law,,,
SOAS University of London Paul Webley Alphawood Scholarships in UK,22 Feb 2017,Law,,,
Masters Scholarships for International (Non-EU) Students at University of Edinburgh in UK,01 May 2017,Engineering&Technology,,,
Swansea University M2A Funded MSc by Research Studentship in Engineering,16 Dec 2016,"Engineering&Technology,Applied & Pure Sciences",,,
Oxford Anderson Graduate Scholarships at Oxford University,20 Jan 2017,Social Sciences,,,
King’s College London Joint PhD Scholarships in UK,31 Mar 2017,"Art & Design,Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
Loughborough University Postgraduate Taught Scholarships for Africans in UK,30 Apr 2017,"Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Strathclyde Pakistan 50th Anniversary Fund in UK,31 Mar 2017,"Engineering&Technology,Business & Management",,,
International Postgraduate Research Studentships at University of Liverpool in UK,01 Aug 2017,Applied & Pure Sciences,,,
"Scholarship for UK/EU and Overseas Students at SOAS, University of London in UK",22 Feb 2017,"Art & Design,Social Sciences,Applied & Pure Sciences,Architecture & Construction,Accounting & Finance,Humanities",,,
Alan Turing Institute Research Fellowships for International Students in UK,20 Dec 2016,"Social Sciences,Humanities",,,
Scholarships for International Students in UK,20 Jan 2017,Architecture & Construction,,,
Scholarships for International Undergraduate Students at Bournemouth University in UK,15 Jan 2017,"Art & Design,Social Sciences,Humanities",,,
Doctoral Scholarships for International Students at University of Kent in UK,30 Jan 2017,"Art & Design,Education,Social Sciences,Applied & Pure Sciences,Humanities",,,
" VC’s Scholarships for Sport, Music and Arts at Durham University UK",15 Jan 2017,Art & Design,,,
UC & Study Canberra Information Technology Scholarship,31 Mar 2017,Engineering&Technology,,,
Fully-Funded PhD Scholarships for Pakistani Students to Study Abroad,31 Mar 2017,"Art & Design,Engineering&Technology,Medical & Pharmacy,Social Sciences,Humanities",,,
Liverpool John Moores University Scholarships for Undergraduate Students in UK,19 May 2017,"Religion & Ethics,Social Sciences,Applied & Pure Sciences,Humanities",,,
Scholarships for Chinese Students at University of Edinburgh in UK,01 Feb 2017,"Engineering&Technology,Medical & Pharmacy,Social Sciences,Applied & Pure Sciences,Humanities",,,
University of Birmingham/UKEAS Nigeria Outstanding Achievement Scholarships ,,"Art & Design,Social Sciences,Applied & Pure Sciences,Law",,,
University of Portsmouth Scholarships for Ghanaian and Nigerian Students in UK,30 Jun 2017,"Engineering&Technology,Business & Management,Computer Science & IT,Social Sciences",,,
Faculty of Engineering and Design Research Studentships at University of Bath in UK,15 Mar 2017,Engineering&Technology,,,
Sheffield Hallam University Scholarships for International Students UK,31 May 2017,"Engineering&Technology,Business & Management,Computer Science & IT,Applied & Pure Sciences,Accounting & Finance",,,
Edinburgh Law School & Cameron PhD Studentships in UK,03 Apr 2017,Law,,,
SOAS Research Studentships for International Students in UK,31 Jan 2017,"Art & Design,Social Sciences,Law,Humanities",,,
Edinburgh Law School and Cameron PhD Studentships in UK,03 Apr 2017,Law,,,
